path	poi	time_1	time_2	index
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	34	5	4
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	40	6	5
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	44	6	6
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	50	7	7
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	56	8	8
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	59	8	9
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	65	8	10
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	66	9	11
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	67	9	12
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	68	9	13
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	69	9	14
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	70	9	15
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	71	9	16
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	75	9	17
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	123	11	18
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	130	12	19
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	136	13	20
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	142	13	21
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	150	14	22
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	154	15	23
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	159	15	24
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	170	17	25
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	175	18	26
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	183	18	27
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	191	19	28
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	200	20	29
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	209	20	30
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	215	20	31
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	229	20	32
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	230	20	33
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	231	20	34
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	232	20	35
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	233	20	36
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	234	20	37
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	235	20	38
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	236	20	39
140411_KIF11_MitoSys1\cell0008_R0007	KIF11	237	20	40
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	12	3	1
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	15	3	2
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	24	4	3
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	30	5	4
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	37	5	5
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	45	6	6
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	49	7	7
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	56	8	8
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	73	9	9
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	78	9	10
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	79	9	11
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	105	9	12
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	118	10	13
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	119	10	14
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	120	10	15
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	126	11	16
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	131	12	17
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	137	13	18
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	144	14	19
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	149	14	20
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	155	15	21
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	162	15	22
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	167	16	23
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	172	18	24
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	176	18	25
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	181	18	26
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	192	19	27
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	193	19	28
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	205	20	29
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	219	20	30
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	220	20	31
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	221	20	32
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	222	20	33
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	227	20	34
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	228	20	35
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	229	20	36
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	234	20	37
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	235	20	38
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	236	20	39
140411_KIF11_MitoSys1\cell0011_R0017	KIF11	237	20	40
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	1	1	1
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	19	3	2
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	20	4	3
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	23	4	4
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	26	4	5
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	42	6	6
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	52	7	7
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	56	8	8
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	73	9	9
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	79	9	10
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	105	9	11
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	106	9	12
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	107	9	13
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	108	9	14
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	109	9	15
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	117	10	16
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	118	10	17
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	123	11	18
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	131	12	19
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	136	13	20
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	143	13	21
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	150	14	22
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	154	15	23
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	158	15	24
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	160	15	25
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	165	16	26
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	177	18	27
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	180	18	28
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	186	18	29
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	194	19	30
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	208	20	31
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	209	20	32
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	228	20	33
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	230	20	34
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	231	20	35
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	232	20	36
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	233	20	37
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	235	20	38
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	236	20	39
140411_KIF11_MitoSys1\cell0015_R0028	KIF11	237	20	40
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	6	2	1
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	8	2	2
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	14	3	3
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	20	4	4
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	35	5	5
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	36	5	6
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	38	5	7
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	41	6	8
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	42	6	9
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	43	6	10
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	53	7	11
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	56	8	12
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	63	8	13
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	76	9	14
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	89	9	15
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	95	9	16
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	96	9	17
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	97	9	18
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	105	9	19
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	106	9	20
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	112	9	21
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	118	10	22
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	124	11	23
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	129	12	24
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	135	12	25
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	143	13	26
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	147	14	27
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	154	15	28
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	163	16	29
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	168	17	30
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	173	18	31
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	176	18	32
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	187	18	33
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	197	20	34
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	199	20	35
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	200	20	36
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	201	20	37
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	202	20	38
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	206	20	39
140411_KIF11_MitoSys1\cell0017_R0011	KIF11	211	20	40
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	7	2	1
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	10	2	2
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	15	3	3
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	24	4	4
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	29	5	5
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	30	5	6
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	33	5	7
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	37	5	8
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	44	6	9
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	47	7	10
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	51	7	11
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	58	8	12
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	65	8	13
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	73	9	14
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	79	9	15
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	80	9	16
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	105	9	17
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	110	9	18
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	113	9	19
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	114	9	20
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	119	10	21
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	120	10	22
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	124	11	23
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	131	12	24
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	136	13	25
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	143	13	26
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	146	14	27
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	151	15	28
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	158	15	29
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	165	16	30
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	168	17	31
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	173	18	32
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	179	18	33
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	188	19	34
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	200	20	35
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	203	20	36
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	204	20	37
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	211	20	38
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	236	20	39
140411_KIF11_MitoSys1\cell0018_R0008	KIF11	237	20	40
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	1	1	1
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	2	1	2
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	11	2	3
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	14	3	4
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	22	4	5
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	33	5	6
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	38	5	7
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	45	6	8
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	49	7	9
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	56	8	10
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	66	9	11
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	67	9	12
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	73	9	13
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	78	9	14
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	104	9	15
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	105	9	16
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	114	9	17
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	118	10	18
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	123	11	19
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	130	12	20
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	136	13	21
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	143	13	22
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	149	14	23
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	154	15	24
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	157	15	25
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	164	16	26
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	168	17	27
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	172	18	28
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	177	18	29
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	189	19	30
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	191	19	31
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	199	20	32
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	200	20	33
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	201	20	34
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	202	20	35
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	216	20	36
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	219	20	37
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	232	20	38
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	236	20	39
140411_KIF11_MitoSys2\cell0001_R0022	KIF11	237	20	40
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	10	2	1
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	16	3	2
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	19	3	3
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	21	4	4
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	36	5	5
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	42	6	6
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	51	7	7
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	56	8	8
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	64	8	9
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	74	9	10
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	103	9	11
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	105	9	12
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	106	9	13
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	117	10	14
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	120	10	15
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	127	11	16
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	134	12	17
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	139	13	18
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	147	14	19
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	154	15	20
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	160	15	21
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	167	16	22
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	172	18	23
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	180	18	24
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	184	18	25
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	193	19	26
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	212	20	27
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	214	20	28
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	218	20	29
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	219	20	30
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	228	20	31
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	229	20	32
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	230	20	33
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	231	20	34
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	232	20	35
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	233	20	36
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	234	20	37
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	235	20	38
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	236	20	39
140411_KIF11_MitoSys2\cell0005_R0002	KIF11	237	20	40
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	9	2	1
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	11	2	2
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	15	3	3
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	18	3	4
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	21	4	5
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	56	8	6
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	57	8	7
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	61	8	8
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	73	9	9
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	78	9	10
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	105	9	11
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	117	10	12
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	121	10	13
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	128	11	14
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	133	12	15
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	140	13	16
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	146	14	17
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	152	15	18
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	159	15	19
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	165	16	20
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	168	17	21
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	173	18	22
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	181	18	23
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	190	19	24
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	192	19	25
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	200	20	26
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	203	20	27
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	204	20	28
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	205	20	29
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	206	20	30
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	209	20	31
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	211	20	32
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	225	20	33
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	227	20	34
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	232	20	35
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	233	20	36
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	234	20	37
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	235	20	38
140411_KIF11_MitoSys2\cell0006_R0014	KIF11	236	20	39
